    1    2.46e-01   2.46e-01   7.86e-01
    2    2.39e-19   4.78e-19   7.63e-19
    3    5.46e-16   1.64e-15   1.75e-15
    4    4.08e-02   1.63e-01   1.30e-01
    5    0.00e+00   0.00e+00   0.00e+00
    6    1.89e-28   1.14e-27   6.06e-28
    7    2.52e-08   1.76e-07   8.06e-08
    8    6.50e-14   5.20e-13   2.08e-13
    9    4.46e-13   4.02e-12   1.43e-12
   10    2.51e-21   2.51e-20   8.03e-21
   11    1.97e-10   2.16e-09   6.28e-10
   12    1.52e-07   1.82e-06   4.86e-07
   13    6.07e-07   7.90e-06   1.94e-06
   14    1.41e-04   1.97e-03   4.50e-04
   15    7.02e-03   1.05e-01   2.24e-02
   16    3.85e-06   6.17e-05   1.23e-05
   17    4.15e-05   7.05e-04   1.33e-04
   18    2.25e-03   4.06e-02   7.20e-03
   19    6.23e-07   1.18e-05   1.99e-06
   20    3.04e-05   6.09e-04   9.73e-05
   21    1.07e-07   2.24e-06   3.41e-07
   22    6.69e-03   1.47e-01   2.14e-02
   23    7.90e-04   1.82e-02   2.53e-03
   24    1.93e-04   4.64e-03   6.18e-04
   25    2.27e-04   5.67e-03   7.26e-04
   26    8.60e-05   2.24e-03   2.75e-04
   27    4.95e-04   1.34e-02   1.58e-03
   28    4.03e-04   1.13e-02   1.29e-03
   29    1.19e-03   3.46e-02   3.81e-03
   30    2.02e-03   6.07e-02   6.47e-03
   31    2.88e-03   8.93e-02   9.21e-03
   32    6.63e-04   2.12e-02   2.12e-03
   33    2.90e-04   9.57e-03   9.28e-04
   34    2.70e-04   9.18e-03   8.63e-04
   35    2.60e-04   9.10e-03   8.31e-04
   36    2.25e-05   8.08e-04   7.18e-05
   37    9.77e-05   3.61e-03   3.12e-04
   38    2.05e-05   7.80e-04   6.57e-05
   39    5.33e-06   2.08e-04   1.70e-05
   40    1.20e-06   4.79e-05   3.83e-06
   41    1.35e-08   5.52e-07   4.31e-08
   42    4.00e-09   1.68e-07   1.28e-08
   43    2.16e-09   9.29e-08   6.91e-09
   44    2.24e-10   9.87e-09   7.17e-10
   45    4.73e-12   2.13e-10   1.51e-11
   46    7.25e-14   3.33e-12   2.32e-13
   47    3.68e-15   1.73e-13   1.18e-14
   48    2.43e-17   1.17e-15   7.78e-17
   49    3.81e-20   1.87e-18   1.22e-19
   50    4.19e-23   2.10e-21   1.34e-22
   51    5.34e-26   2.72e-24   1.71e-25
   52    1.41e-41   7.34e-40   4.51e-41
   53    8.38e-44   4.44e-42   2.68e-43
   54    8.37e-47   4.52e-45   2.68e-46
   55    0.00e+00   0.00e+00   0.00e+00
   56    0.00e+00   0.00e+00   0.00e+00
   57    0.00e+00   0.00e+00   0.00e+00
   58    0.00e+00   0.00e+00   0.00e+00
   59    0.00e+00   0.00e+00   0.00e+00
   60    0.00e+00   0.00e+00   0.00e+00
