208  163.74745045963942  0.077172020036220979  1.98974557069256	208  2.96296e-05  0.0239695  0.00122118
209  166.48930173081342  0.07359121360514527  1.7237540154389832	209  2.9641e-05  0.0239695  0.00122118
210  169.27010030324374  0.07020166955164403  1.4961362856434466	210  2.96475e-05  0.0239695  0.00122118
211  172.05089790828453  0.067033216420145883  1.3017703338636579	211  2.96511e-05  0.0239695  0.00122118
212  174.83169481384405  0.064065706623818747  1.1363906886942574	212  2.96532e-05  0.0239695  0.00122118
213  177.87527652988021  0.061022048355545505  0.9810373604952568	213  2.96544e-05  0.0239695  0.00122118
214  182.07352334201224  0.057138237676503896  0.8046297665494998	214  2.96551e-05  0.0239695  0.00122118
215  186.27177015414361  0.053568160082128988  0.66264137433007986	215  2.96554e-05  0.0239695  0.00122118
216  190.4700169662749  0.050292885084286962  0.5476989679170432	216  2.96555e-05  0.0239695  0.00122118
217  194.66826377840619  0.047274779665847345  0.45438645506466974	217  2.96555e-05  0.0239695  0.00122118
218  198.86651059053747  0.044494078161984398  0.3783152461428354	218  2.96556e-05  0.0239695  0.00122118
219  203.06475740266876  0.041921971135267654  0.31602026681393813	219  2.96556e-05  0.0239695  0.00122118
220  207.26300421480005  0.039546498190715804  0.26491713261288413	220  2.96556e-05  0.0239695  0.00122118
221  211.46125102693134  0.037350487314222643  0.22280758518054983	221  2.96556e-05  0.0239695  0.00122118
222  216.49358452446279  0.034930126568081719  0.18184635279594552	222  2.96556e-05  0.0239695  0.00122118
223  221.44435320083929  0.032756916691424692  0.14959978720301395	223  2.96556e-05  0.0239695  0.00122118
224  226.42323528127918  0.030749546291632717  0.12346247820885348	224  2.96556e-05  0.0239695  0.00122118
225  231.43039041038307  0.028901733604768439  0.10218391515461653	225  2.96556e-05  0.0239695  0.00122118
226  236.46597913930833  0.027197518511066388  0.084843823584050293	226  2.96556e-05  0.0239695  0.00122118
227  241.53016293091724  0.025615808362409318  0.070676981560748267	227  2.96556e-05  0.0239695  0.00122118
228  246.62310416495401  0.024159840334665422  0.059058626329428536	228  2.96556e-05  0.0239695  0.00122118
229  251.74496614325156  0.02280940816562145  0.049508807084656235	229  2.96556e-05  0.0239695  0.00122118
230  256.8959130949674  0.021558495094155226  0.041631777584009391	230  2.96556e-05  0.0239695  0.00122118
231  264.64763833274577  0.019853898202676828  0.032316589605559901	231  2.96556e-05  0.0239695  0.00122118
232  272.41653539796732  0.018348065843695534  0.02528938741076708	232  2.96556e-05  0.0239695  0.00122118
233  280.18543246318887  0.016999927765322526  0.019970759867025907	233  2.96556e-05  0.0239695  0.00122118
234  287.95432952841043  0.015796208624564743  0.0158985909268308	234  2.96556e-05  0.0239695  0.00122118
235  295.42995072941983  0.01475964513262186  0.012867847878102539	235  2.96556e-05  0.0239695  0.00122118
236  302.36315464071714  0.013887449482000798  0.010641880365710024	236  2.96556e-05  0.0239695  0.00122118
237  309.33572940041273  0.013096147926145552  0.0088454261043364422	237  2.96556e-05  0.0239695  0.00122118
238  316.34789857956002  0.012361097214441747  0.0073874943629178291	238  2.96556e-05  0.0239695  0.00122118
239  323.39988701878195  0.011700700578881047  0.0061980882178514912	239  2.96556e-05  0.0239695  0.00122118
240  331.54886264701565  0.010996473426657254  0.0050959801550262054	240  2.96556e-05  0.0239695  0.00122118
241  339.74411299732071  0.010359148385627195  0.0042138221022112099	241  2.96556e-05  0.0239695  0.00122118
242  347.98590084504474  0.0097748596366910821  0.0035050837185312011	242  2.96556e-05  0.0239695  0.00122118
243  356.22973757446522  0.0092445194466930936  0.0029339840443085657	243  2.96556e-05  0.0239695  0.00122118
244  364.4735743038857  0.0087624148392771509  0.0024709080549128182	244  2.96556e-05  0.0239695  0.00122118
245  376.70046629315215  0.0081212126533597578  0.0019361323599233905	245  2.96556e-05  0.0239695  0.00122118
246  388.9273582824186  0.0075573520459157684  0.0015353653243067767	246  2.96556e-05  0.0239695  0.00122118
247  401.15425027168504  0.0070590655969399946  0.0012311886725945127	247  2.96556e-05  0.0239695  0.00122118
248  413.38114226095149  0.0066146781261186881  0.00099718620001740688	248  2.96556e-05  0.0239695  0.00122118
249  424.2537607680643  0.006260673772235009  0.0008336935078559507	249  2.96556e-05  0.0239695  0.00122118
250  436.8143092470674  0.0058912947693123769  0.00068370951278867514	250  2.96556e-05  0.0239695  0.00122118
251  449.44618397815987  0.0055567169615028823  0.00056507978715766838	251  2.96556e-05  0.0239695  0.00122118
252  462.14978999415115  0.0052545365537767959  0.00047040363061217114	252  2.96556e-05  0.0239695  0.00122118
253  474.92553462786725  0.0049786422824023794  0.00039414182138584419	253  2.96556e-05  0.0239695  0.00122118
254  489.68678637240851  0.0046922002397601532  0.00032426212680119467	254  2.96556e-05  0.0239695  0.00122118
255  504.53186126884844  0.0044320686689020205  0.00026887515053162142	255  2.96556e-05  0.0239695  0.00122118
256  519.46123531481362  0.0041955653569708444  0.00022459438735766653	256  2.96556e-05  0.0239695  0.00122118
257  536.71298016577055  0.003952473024548462  0.000184179692756038	257  2.96556e-05  0.0239695  0.00122118
258  554.0626906672145  0.0037266393503597793  0.00015241316093987751	258  2.96556e-05  0.0239695  0.00122118
259  571.51092312627623  0.0035235412782491935  0.0001270280437204506	259  2.96556e-05  0.0239695  0.00122118
260  589.05823700912856  0.0033386486313483057  0.0001067176401902728	260  2.96556e-05  0.0239695  0.00122118
261  609.32251327651477  0.0031459566452521391  8.807333372269986e-05	261  2.96556e-05  0.0239695  0.00122118
262  629.70186213646127  0.0029721483408617798  7.3318228660355643e-05	262  2.96556e-05  0.0239695  0.00122118
263  650.19693703947303  0.0028150486853388908  6.1509600453573822e-05	263  2.96556e-05  0.0239695  0.00122118
264  673.86987921190541  0.0026514360639491438  5.0742544394510336e-05	264  2.96556e-05  0.0239695  0.00122118
265  697.67725040580217  0.0025041087481433751  4.2225791899882613e-05	265  2.96556e-05  0.0239695  0.00122118
266  721.61981398896467  0.0023702535298158818  3.5431521488886362e-05	266  2.96556e-05  0.0239695  0.00122118
267  749.27936356307953  0.0022318364620930293  2.9231553104137464e-05	267  2.96556e-05  0.0239695  0.00122118
268  777.09598048253372  0.0021070038419317375  2.4342705645339725e-05	268  2.96556e-05  0.0239695  0.00122118
269  809.23564018940556  0.0019783510076414506  1.9935387069358575e-05	269  2.96556e-05  0.0239695  0.00122118
270  841.55780796701583  0.0018625330535939801  1.6489065344307521e-05	270  2.96556e-05  0.0239695  0.00122118
271  874.06352020455449  0.0017589065528793549  1.3763374267627691e-05	271  2.96556e-05  0.0239695  0.00122118
272  911.62572823779749  0.0016515526076763092  1.1301509327983947e-05	272  2.96556e-05  0.0239695  0.00122118
273  949.40123679081421  0.0015556965821986557  9.3759377742713965e-06	273  2.96556e-05  0.0239695  0.00122118
274  987.39125711060308  0.0014694914899324963  7.8500640150958969e-06	274  2.96556e-05  0.0239695  0.00122118
275  1031.2635142722036  0.0013799533050163307  6.4666555888738658e-06	275  2.96556e-05  0.0239695  0.00122118
276  1075.3849041591204  0.0013002278789689364  5.3812245899069965e-06	276  2.96556e-05  0.0239695  0.00122118
277  1119.7568414948905  0.0012286806913175896  4.5186853197345184e-06	277  2.96556e-05  0.0239695  0.00122118
278  1168.7751365378354  0.0011574986272403361  3.7646943341257676e-06	278  2.96556e-05  0.0239695  0.00122118
279  1233.4703920420038  0.0010748437857830842  3.0036572813797224e-06	279  2.96556e-05  0.0239695  0.00122118
280  1303.2612057098363  0.00099784479962185019  2.3943900015709082e-06	280  2.96556e-05  0.0239695  0.00122118
281  1375.6918775654221  0.00092834467967373255  1.9227820576315597e-06	281  2.96556e-05  0.0239695  0.00122118
282  1452.082336702638  0.00086451067663479255  1.5498345325187614e-06	282  2.96556e-05  0.0239695  0.00122118
283  1528.4727958398539  0.00080875790595792793  1.2675034866259892e-06	283  2.96556e-05  0.0239695  0.00122118
284  1604.8632549770698  0.00075967780607217802  1.0486600177268374e-06	284  2.96556e-05  0.0239695  0.00122118
285  1681.2537141142857  0.00071605200152104751  8.7741041229619581e-07	285  2.96556e-05  0.0239695  0.00122118
