1  1.0000000000000001e-05  0.091280000624163804  22109.999922236824	1  1.38702e-10  0.710924  1.22218e-05  4.68415e-05  0.274084
2  1.0642659279315626e-05  0.091280000664276273  22109.999917239318	2  3.08508e-10  0.710923  1.11949e-05  4.74311e-05  0.274085
3  1.125864842446022e-05  0.091280000702724087  22109.999912449177	3  1.96085e-10  0.710923  1.03416e-05  4.80068e-05  0.274085
4  1.2497622618968778e-05  0.091280000780056367  22109.999902814547	4  1.33316e-10  0.710923  8.89071e-06  4.9038e-05  0.274086
5  1.484876845850704e-05  0.091280000926806382  22109.999884531291	5  7.58417e-11  0.710922  6.80802e-06  5.05793e-05  0.274087
6  1.953198410703613e-05  0.091280001219115753  22109.999848113097	6  2.74715e-11  0.710922  4.21964e-06  5.26028e-05  0.274088
7  2.5379107014880802e-05  0.091280001584071999  22109.999802644023	7  8.35874e-12  0.710921  2.43571e-06  5.40754e-05  0.274089
8  3.1004568940977653e-05  0.091280001935192978  22109.999758898681	8  2.7411e-12  0.710921  1.46934e-06  5.49022e-05  0.274089
9  3.6345577336022995e-05  0.091280002268559382  22109.999717365277	9  9.6436e-13  0.710921  9.1998e-07  5.53818e-05  0.27409
10  4.1416319061113675e-05  0.091280002585056724  22109.999677933574	10  3.61598e-13  0.710921  5.93386e-07  5.56701e-05  0.27409
11  4.6259038146503485e-05  0.091280002887321729  22109.999640275069	11  1.43431e-13  0.710921  3.91618e-07  5.58493e-05  0.27409
12  5.0920041435160303e-05  0.091280003178244681  22109.99960402965	12  5.97171e-14  0.710921  2.62993e-07  5.59641e-05  0.27409
13  5.6372469296185566e-05  0.091280003518565495  22109.999561629837	13  2.20433e-14  0.71092  1.65978e-07  5.60508e-05  0.27409
14  6.4761423015710783e-05  0.091280004042173624  22109.999496394703	14  5.11203e-15  0.71092  8.32403e-08  5.61248e-05  0.27409
15  7.3279066883114865e-05  0.091280004573814119  22109.999430158772	15  1.20258e-15  0.71092  4.1394e-08  5.61623e-05  0.27409
16  8.1807412773393182e-05  0.091280005106122608  22109.999363839685	16  2.89212e-16  0.71092  2.05823e-08  5.61809e-05  0.27409
17  9.0341059092337761e-05  0.091280005638761916  22109.999297479317	17  7.04637e-17  0.71092  1.02336e-08  5.61901e-05  0.27409
18  9.8877335961540877e-05  0.091280006171565425  22109.999231098558	18  1.72899e-17  0.71092  5.08802e-09  5.61946e-05  0.27409
19  0.00010741492039867074  0.091280006704450536  22109.999164707577	19  4.25867e-18  0.71092  2.52968e-09  5.61968e-05  0.27409
20  0.00011595315582580875  0.091280007237376296  22109.999098311579	20  1.05148e-18  0.71092  1.25771e-09  5.61979e-05  0.27409
21  0.00012449171613172443  0.091280007770322316  22109.999031913048	21  2.60409e-19  0.71092  6.25304e-10  5.61983e-05  0.27409
22  0.00013303043930918237  0.091280008303278523  22109.998965513205	22  6.50679e-20  0.71092  3.10887e-10  5.61985e-05  0.27409
23  0.00014182540759888221  0.091280008852228603  22109.998897120771	23  1.61993e-20  0.71092  1.516e-10  5.61986e-05  0.27409
24  0.00015705319234007981  0.091280009802691811  22109.998778704714	24  2.38801e-21  0.71092  4.6539e-11  5.61985e-05  0.27409
25  0.00018768170662899041  0.091280011714412815  22109.998540527697	25  9.64983e-22  0.71092  5.47128e-12  5.61983e-05  0.27409
26  0.00024928658898643719  0.091280015559566594  22109.998061468639	26  9.37645e-22  0.71092  1.43488e-13  5.61977e-05  0.27409
27  0.00037319601190117965  0.091280023293544274  22109.997097909873	27  9.24564e-22  0.71092  4.78807e-16  5.61964e-05  0.27409
28  0.00062242212027972398  0.091280038849335887  22109.99515984907	28  9.01319e-22  0.71092  1.45402e-17  5.61939e-05  0.274091
29  0.0011237048446795629  0.091280070137589167  22109.991261717099	29  8.61978e-22  0.71092  1.38807e-17  5.61889e-05  0.274091
30  0.0021319634553707599  0.091280133069442326  22109.98342118345	30  8.02615e-22  0.71092  1.3052e-17  5.61787e-05  0.274092
31  0.0041599316588432625  0.09128025964787799  22109.967651078052	31  7.3119e-22  0.710919  1.20555e-17  5.61583e-05  0.274094
32  0.0076456617427406335  0.091280477214537026  22109.940544993195	32  6.73503e-22  0.710919  1.1252e-17  5.61233e-05  0.274095
33  0.011287271651629436  0.091280704510656799  22109.91222677461	33  6.42606e-22  0.710918  1.08227e-17  5.60868e-05  0.274096
34  0.014928736982327467  0.091280931797761672  22109.883909715303	34  6.2141e-22  0.710918  1.05288e-17  5.60503e-05  0.274097
35  0.018570057250407619  0.091281159075824347  22109.855593818669	35  6.04103e-22  0.710918  1.02891e-17  5.60139e-05  0.274097
36  0.02221123220163683  0.091281386344831905  22109.827279086276	36  5.8896e-22  0.710918  1.00795e-17  5.59775e-05  0.274097
37  0.025852261709914625  0.091281613604779432  22109.798965518672	37  5.75396e-22  0.710918  9.89182e-18  5.59411e-05  0.274097
38  0.029493145717239915  0.091281840855666235  22109.770653115935	38  5.63145e-22  0.710918  9.72242e-18  5.59048e-05  0.274098
39  0.033133884201264258  0.091282068097493868  22109.742341877794	39  5.52044e-22  0.710917  9.56899e-18  5.58686e-05  0.274098
40  0.036774477158894495  0.091282295330265106  22109.71403180388	40  5.41965e-22  0.710917  9.42975e-18  5.58324e-05  0.274098
41  0.040414924599200548  0.09128252255398342  22109.685722893737	41  5.32799e-22  0.710917  9.30321e-18  5.57962e-05  0.274098
42  0.044055226542659497  0.091282749768653068  22109.657415146776	42  5.2445e-22  0.710917  9.18802e-18  5.57601e-05  0.274098
43  0.047699540228416333  0.091282977233757084  22109.629076235105	43  5.16826e-22  0.710917  9.08289e-18  5.5724e-05  0.274098
44  0.052639071136058112  0.091283285541777642  22109.590665504886	44  5.07558e-22  0.710917  8.95523e-18  5.56751e-05  0.274098
45  0.062574232130021792  0.091283905659575851  22109.513407975141	45  4.92058e-22  0.710916  8.74211e-18  5.55771e-05  0.274098
46  0.082557389604200268  0.091285152939169958  22109.358016140493	46  4.69667e-22  0.710916  8.43556e-18  5.53809e-05  0.274098
47  0.11914081563151843  0.091287436355695556  22109.073540358866	47  4.44443e-22  0.710915  8.09346e-18  5.50253e-05  0.274098
48  0.16695654190289227  0.091290420870417971  22108.701724719725	48  4.23569e-22  0.710913  7.81413e-18  5.4567e-05  0.274098
49  0.22281086447174736  0.091293907160291621  22108.267404682028	49  4.05345e-22  0.710911  7.57281e-18  5.40408e-05  0.274098
50  0.30052617644873036  0.091298758032465913  22107.663099060454	50  3.84651e-22  0.710908  7.30069e-18  5.33246e-05  0.274099
51  0.41214020725152462  0.091305725012599898  22106.79520217167	51  3.60603e-22  0.710905  6.98675e-18  5.23275e-05  0.274099
52  0.58074635791487317  0.091316250079413949  22105.484121225723	52  3.3341e-22  0.710899  6.63627e-18  5.08879e-05  0.2741
53  0.84731736390694101  0.091332892675303992  22103.411127601204	53  3.05582e-22  0.710891  6.28816e-18  4.87619e-05  0.274101
54  1.2449131028408089  0.091357722609484077  22100.3185977516	54  2.83507e-22  0.710879  6.03314e-18  4.58898e-05  0.274103
55  1.8392321595246437  0.09139486154649136  22095.69352358859	55  2.69512e-22  0.710863  5.90819e-18  4.2152e-05  0.274106
56  2.7302882752583129  0.091450621888331959  22088.750317722086	56  2.61548e-22  0.71084  5.88706e-18  3.75167e-05  0.274109
57  3.7418153593141579  0.091514083859443165  22080.848810345648	57  2.56256e-22  0.710818  5.89613e-18  3.32713e-05  0.274113
58  4.7525777116157553  0.09157773140300593  22072.924234655573	58  2.5135e-22  0.710799  5.89359e-18  2.98122e-05  0.274116
59  5.7743817769840184  0.091642375898883743  22064.874837938703	59  2.46305e-22  0.710781  5.87611e-18  2.69108e-05  0.274118
60  6.8360068725295822  0.091709930595440387  22056.461558160947	60  2.41047e-22  0.710765  5.84623e-18  2.43814e-05  0.274121
61  8.0170443208483455  0.091785640037354885  22047.029925579664	61  2.35329e-22  0.71075  5.80415e-18  2.20176e-05  0.274123
62  9.630549715604543  0.091890196238544219  22033.998117632382	62  2.27968e-22  0.710732  5.73926e-18  1.93752e-05  0.274125
63  12.731036381351009  0.092095629414453817  22008.363164596085	63  2.15787e-22  0.710704  5.61275e-18  1.56174e-05  0.274129
64  16.728793151429656  0.092371805751595537  21973.81982942075	64  2.03712e-22  0.710677  5.46995e-18  1.22737e-05  0.274133
65  20.655278501449644  0.092658930957391958  21937.792641049986	65  1.95133e-22  0.710655  5.3584e-18  9.94689e-06  0.274137
66  24.559191951489705  0.092963680529746615  21899.421796665178	66  1.89082e-22  0.710636  5.27249e-18  8.22196e-06  0.27414
67  28.558044162647565  0.093299572701380673  21856.980963546608	67  1.84807e-22  0.710619  5.20471e-18  6.86075e-06  0.274143
68  32.981923975283344  0.09370382251763841  21805.722917288869	68  1.81776e-22  0.710601  5.14748e-18  5.6858e-06  0.274146
69  38.995598920245406  0.094317581505952625  21727.60840183749	69  1.79778e-22  0.710578  5.09075e-18  4.47292e-06  0.274152
70  45.384711403198992  0.095064325844337438  21632.261526756167	70  1.79596e-22  0.710554  5.04756e-18  3.50171e-06  0.274158
71  51.171623898134456  0.095837910389220474  21533.317981916985	71  1.80664e-22  0.710533  5.01644e-18  2.81395e-06  0.274164
72  56.425893384651403  0.096630632909655734  21431.902193469108	72  1.82254e-22  0.710513  4.98861e-18  2.30521e-06  0.27417
73  63.13119429516037  0.097781641071740255  21284.828812992182	73  1.84395e-22  0.710489  4.94237e-18  1.78034e-06  0.274179
74  74.049353701882183  0.10003501971376709  20998.230660236226	74  1.8482e-22  0.710446  4.79615e-18  1.14306e-06  0.274196
75  84.00981218865833  0.10298196616273946  20613.004451983856	75  1.86262e-22  0.710402  4.62404e-18  7.20271e-07  0.274217
76  91.300375676354349  0.10700533144716613  20055.284070815793	76  2.06772e-22  0.710362  4.62384e-18  4.71446e-07  0.274237
77  96.345345482499368  0.11167975156419872  19416.162527221553	77  2.42333e-22  0.710325  4.73033e-18  3.19427e-07  0.274253
78  99.241918256268775  0.11745797606049037  18737.645529510628	78  3.54295e-22  0.710296  5.45133e-18  2.33377e-07  0.274265
79  100.52477503252769  0.12200298608437199  18244.289815911314	79  5.13653e-22  0.710278  6.50552e-18  1.92609e-07  0.274271
80  101.19682028774756  0.12595158976726417  17818.244279482173	80  7.40017e-22  0.710265  7.96941e-18  1.69218e-07  0.274274
81  101.60401844011176  0.12921139570285764  17470.048542442342	81  1.00863e-21  0.710256  9.62912e-18  1.53746e-07  0.274277
82  101.88068853457872  0.13236017489575849  17149.084451595631	82  1.36926e-21  0.710248  1.17659e-17  1.42324e-07  0.274278
83  102.07942546474715  0.13561195238795365  16836.148472286175	83  1.87831e-21  0.710241  1.46448e-17  1.3329e-07  0.27428
