    1   2.33e-01
    2   2.80e-19
    3   7.85e-16
    4   4.25e-02
    5   0.00e+00
    6   2.37e-28
    7   2.45e-08
    8   6.80e-14
    9   1.06e-13
   10   2.30e-21
   11   9.50e-11
   12   1.11e-06
   13   4.38e-06
   14   2.25e-04
   15   8.24e-03
   16   1.46e-06
   17   3.57e-05
   18   9.52e-04
   19   9.59e-07
   20   1.10e-04
   21   1.45e-07
   22   4.62e-03
   23   1.94e-03
   24   2.34e-04
   25   2.30e-04
   26   9.28e-05
   27   3.48e-04
   28   6.48e-04
   29   1.23e-03
   30   1.62e-03
   31   2.80e-03
   32   1.64e-03
   33   3.45e-04
   34   2.24e-04
   35   3.07e-04
   36   4.48e-05
   37   1.79e-04
   38   3.21e-05
   39   7.44e-06
   40   1.51e-06
   41   1.35e-08
   42   4.14e-09
   43   2.34e-09
   44   2.48e-10
   45   5.71e-12
   46   9.21e-14
   47   4.26e-15
   48   3.10e-17
   49   4.78e-20
   50   5.46e-23
   51   7.34e-26
   52   1.47e-41
   53   8.94e-44
   54   9.03e-47
   55   0.00e+00
   56   0.00e+00
   57   0.00e+00
   58   0.00e+00
   59   0.00e+00
   60   0.00e+00
