    1   2.25e-01
    2   5.11e-19
    3   1.53e-15
    4   4.37e-02
    5   0.00e+00
    6   4.44e-28
    7   2.45e-08
    8   9.87e-14
    9   3.17e-14
   10   2.08e-21
   11   5.51e-11
   12   9.00e-06
   13   2.64e-05
   14   3.29e-04
   15   8.76e-03
   16   1.07e-06
   17   3.39e-05
   18   2.93e-04
   19   1.13e-06
   20   3.38e-04
   21   2.64e-07
   22   2.78e-03
   23   3.17e-03
   24   1.29e-04
   25   4.08e-04
   26   7.77e-05
   27   3.42e-04
   28   8.30e-04
   29   9.49e-04
   30   1.79e-03
   31   2.28e-03
   32   2.38e-03
   33   3.37e-04
   34   2.06e-04
   35   3.18e-04
   36   5.32e-05
   37   2.08e-04
   38   3.59e-05
   39   7.87e-06
   40   1.59e-06
   41   1.35e-08
   42   4.17e-09
   43   2.37e-09
   44   2.50e-10
   45   5.89e-12
   46   9.46e-14
   47   4.30e-15
   48   3.19e-17
   49   4.87e-20
   50   5.59e-23
   51   7.52e-26
   52   1.47e-41
   53   8.94e-44
   54   9.03e-47
   55   0.00e+00
   56   0.00e+00
   57   0.00e+00
   58   0.00e+00
   59   0.00e+00
   60   0.00e+00
