    1   2.70e-01
    2   2.49e-19
    3   5.01e-16
    4   3.81e-02
    5   0.00e+00
    6   1.73e-28
    7   3.09e-08
    8   1.06e-13
    9   7.75e-12
   10   2.68e-21
   11   3.93e-10
   12   2.06e-08
   13   7.44e-08
   14   8.23e-05
   15   4.67e-03
   16   1.61e-05
   17   8.20e-05
   18   4.61e-03
   19   3.01e-07
   20   2.68e-05
   21   2.63e-07
   22   9.16e-03
   23   2.22e-04
   24   7.73e-05
   25   4.92e-04
   26   4.21e-05
   27   6.54e-04
   28   1.56e-04
   29   8.33e-04
   30   2.60e-03
   31   1.81e-03
   32   1.75e-04
   33   1.07e-04
   34   1.89e-04
   35   7.77e-05
   36   4.32e-06
   37   1.10e-05
   38   3.27e-06
   39   1.05e-06
   40   6.94e-07
   41   1.21e-08
   42   3.20e-09
   43   1.31e-09
   44   1.15e-10
   45   1.85e-12
   46   1.70e-14
   47   1.03e-15
   48   5.30e-18
   49   7.29e-21
   50   6.37e-24
   51   4.70e-27
   52   5.90e-42
   53   2.24e-44
   54   1.47e-47
   55   0.00e+00
   56   0.00e+00
   57   0.00e+00
   58   0.00e+00
   59   0.00e+00
   60   0.00e+00
