    1   3.56e-01
    2   4.30e-19
    3   5.01e-08
    4   3.35e-02
    5   0.00e+00
    6   1.76e-28
    7   5.46e-08
    8   5.40e-10
    9   3.53e-09
   10   9.61e-38
   11   3.93e-13
   12   3.85e-08
   13   5.47e-07
   14   5.67e-05
   15   2.75e-04
   16   7.05e-03
   17   2.07e-03
   18   9.60e-06
   19   9.40e-10
   20   1.23e-02
   21   6.20e-06
   22   9.15e-05
   23   1.40e-05
   24   2.25e-09
   25   2.76e-03
   26   4.66e-04
   27   9.31e-04
   28   1.75e-05
   29   3.11e-07
   30   2.82e-07
   31   7.15e-08
   32   3.44e-06
   33   2.70e-08
   34   1.51e-07
   35   2.94e-08
   36   5.28e-07
   37   1.50e-08
   38   9.97e-08
   39   2.48e-08
   40   4.15e-07
   41   6.24e-17
   42   2.50e-22
   43   3.28e-28
   44   6.74e-38
   45   8.04e-49
   46   7.40e-55
   47   0.00e+00
   48   0.00e+00
   49   0.00e+00
   50   0.00e+00
   51   0.00e+00
   52   0.00e+00
   53   0.00e+00
   54   0.00e+00
   55   0.00e+00
   56   0.00e+00
   57   0.00e+00
   58   0.00e+00
   59   0.00e+00
   60   0.00e+00
