    1   3.50e-01
    2   3.77e-19
    3   1.80e-08
    4   3.35e-02
    5   0.00e+00
    6   1.61e-28
    7   8.45e-08
    8   5.03e-11
    9   2.81e-09
   10   1.10e-27
   11   4.97e-12
   12   4.52e-09
   13   2.20e-08
   14   5.65e-05
   15   2.86e-04
   16   4.77e-03
   17   4.27e-03
   18   7.90e-05
   19   2.10e-09
   20   1.20e-02
   21   8.64e-06
   22   4.07e-04
   23   2.12e-05
   24   9.35e-08
   25   1.54e-03
   26   1.37e-04
   27   2.01e-03
   28   4.71e-04
   29   2.79e-05
   30   5.89e-07
   31   7.42e-08
   32   3.46e-06
   33   2.79e-08
   34   1.37e-07
   35   4.36e-08
   36   4.33e-07
   37   1.10e-07
   38   9.90e-08
   39   2.59e-08
   40   4.15e-07
   41   1.33e-13
   42   1.12e-17
   43   1.13e-22
   44   1.95e-27
   45   2.68e-41
   46   1.24e-46
   47   1.64e-52
   48   0.00e+00
   49   0.00e+00
   50   0.00e+00
   51   0.00e+00
   52   0.00e+00
   53   0.00e+00
   54   0.00e+00
   55   0.00e+00
   56   0.00e+00
   57   0.00e+00
   58   0.00e+00
   59   0.00e+00
   60   0.00e+00
