    1   3.61e-01
    2   5.16e-19
    3   1.24e-07
    4   3.35e-02
    5   0.00e+00
    6   2.17e-28
    7   3.94e-09
    8   5.63e-09
    9   2.37e-09
   10   1.08e-54
   11   1.67e-14
   12   2.50e-07
   13   7.96e-06
   14   2.36e-04
   15   6.60e-05
   16   8.39e-03
   17   7.56e-04
   18   3.16e-07
   19   5.71e-10
   20   1.24e-02
   21   1.16e-05
   22   7.93e-06
   23   7.05e-06
   24   3.14e-04
   25   3.84e-03
   26   1.38e-05
   27   1.52e-06
   28   6.48e-06
   29   3.28e-07
   30   2.18e-07
   31   7.29e-08
   32   3.44e-06
   33   2.71e-08
   34   1.52e-07
   35   2.79e-08
   36   5.34e-07
   37   8.93e-09
   38   9.98e-08
   39   2.47e-08
   40   4.15e-07
   41   1.69e-20
   42   3.05e-27
   43   7.72e-45
   44   1.18e-45
   45   5.21e-59
   46   0.00e+00
   47   0.00e+00
   48   0.00e+00
   49   0.00e+00
   50   0.00e+00
   51   0.00e+00
   52   0.00e+00
   53   0.00e+00
   54   0.00e+00
   55   0.00e+00
   56   0.00e+00
   57   0.00e+00
   58   0.00e+00
   59   0.00e+00
   60   0.00e+00
