    1   3.51e-01
    2   3.82e-19
    3   2.18e-08
    4   3.35e-02
    5   0.00e+00
    6   1.62e-28
    7   8.09e-08
    8   6.37e-11
    9   2.92e-09
   10   2.52e-28
   11   2.97e-12
   12   5.76e-09
   13   3.40e-08
   14   5.65e-05
   15   2.84e-04
   16   5.22e-03
   17   3.84e-03
   18   5.67e-05
   19   1.82e-09
   20   1.21e-02
   21   8.10e-06
   22   3.19e-04
   23   1.99e-05
   24   4.57e-08
   25   1.63e-03
   26   8.95e-05
   27   2.13e-03
   28   3.22e-04
   29   1.20e-05
   30   5.39e-07
   31   7.02e-08
   32   3.45e-06
   33   2.71e-08
   34   1.42e-07
   35   3.88e-08
   36   4.65e-07
   37   7.79e-08
   38   9.93e-08
   39   2.54e-08
   40   4.15e-07
   41   4.82e-14
   42   2.22e-18
   43   1.36e-23
   44   1.39e-28
   45   2.26e-42
   46   7.21e-48
   47   5.79e-54
   48   0.00e+00
   49   0.00e+00
   50   0.00e+00
   51   0.00e+00
   52   0.00e+00
   53   0.00e+00
   54   0.00e+00
   55   0.00e+00
   56   0.00e+00
   57   0.00e+00
   58   0.00e+00
   59   0.00e+00
   60   0.00e+00
