    1   2.22e-01
    2   8.05e-19
    3   2.73e-15
    4   4.45e-02
    5   0.00e+00
    6   7.08e-28
    7   2.45e-08
    8   1.85e-13
    9   1.24e-14
   10   1.83e-21
   11   4.64e-11
   12   4.85e-05
   13   8.25e-05
   14   3.97e-04
   15   8.82e-03
   16   1.15e-06
   17   3.26e-05
   18   7.26e-05
   19   1.08e-06
   20   6.89e-04
   21   3.67e-07
   22   1.57e-03
   23   3.69e-03
   24   5.32e-05
   25   6.96e-04
   26   8.22e-05
   27   3.86e-04
   28   9.07e-04
   29   7.58e-04
   30   1.97e-03
   31   2.14e-03
   32   2.54e-03
   33   3.33e-04
   34   2.04e-04
   35   3.21e-04
   36   5.34e-05
   37   2.11e-04
   38   3.63e-05
   39   7.90e-06
   40   1.60e-06
   41   1.35e-08
   42   4.17e-09
   43   2.37e-09
   44   2.50e-10
   45   5.91e-12
   46   9.47e-14
   47   4.30e-15
   48   3.20e-17
   49   4.87e-20
   50   5.59e-23
   51   7.53e-26
   52   1.47e-41
   53   8.94e-44
   54   9.03e-47
   55   0.00e+00
   56   0.00e+00
   57   0.00e+00
   58   0.00e+00
   59   0.00e+00
   60   0.00e+00
