0	9.12800E-02	2.21100E+04
74.3312611543	1.00100E-01	2.09900E+04
93.7087890282	1.08900E-01	1.97900E+04
99.3640469164	1.17800E-01	1.87000E+04
101.4406751115	1.27800E-01	1.76200E+04
102.2955408636	1.40500E-01	1.63900E+04
102.6411130372	1.54600E-01	1.52200E+04
102.8094624281	1.66800E-01	1.42800E+04
102.949814992	1.77200E-01	1.35000E+04
103.1123834495	1.87600E-01	1.28900E+04
103.2825020254	2.03000E-01	1.20000E+04
103.3939731233	2.22900E-01	1.10200E+04
103.4501724988	2.44300E-01	1.02000E+04
103.4811082408	2.62500E-01	9.55800E+03
103.503178414	2.72100E-01	9.08100E+03
103.5295537822	2.77100E-01	8.58500E+03
103.5520519279	2.79100E-01	8.21700E+03
103.56783453	2.80300E-01	7.98800E+03
103.5822730791	2.81500E-01	7.79900E+03
103.5971295796	2.82900E-01	7.62200E+03
103.612607684	2.84800E-01	7.45600E+03
103.628852414	2.87200E-01	7.30200E+03
103.6461756174	2.90400E-01	7.15600E+03
103.6644602008	2.94600E-01	7.02000E+03
103.6841323022	3.00000E-01	6.88800E+03
103.7066732869	3.07600E-01	6.74500E+03
103.7218013816	3.13900E-01	6.64900E+03
103.7322954517	3.18900E-01	6.57800E+03
103.7498492524	3.28600E-01	6.44700E+03
103.7639745586	3.38100E-01	6.32500E+03
103.7742386218	3.46300E-01	6.22200E+03
103.7823061813	3.53600E-01	6.12900E+03
103.7890197095	3.60400E-01	6.04400E+03
103.7944417987	3.66400E-01	5.97000E+03
103.7991903536	3.72000E-01	5.89900E+03
103.8036668617	3.77700E-01	5.82900E+03
103.8078636248	3.83200E-01	5.75900E+03
103.8110675849	3.87500E-01	5.70400E+03
103.8137254417	3.91200E-01	5.65600E+03
103.8173890226	3.96400E-01	5.58700E+03
103.820103975	4.00200E-01	5.53500E+03
103.8245062772	4.06300E-01	5.44800E+03
103.8310181424	4.14900E-01	5.31500E+03
103.8403945193	4.25700E-01	5.11900E+03
103.8459559735	4.31100E-01	5.00300E+03
103.8504860364	4.34900E-01	4.90900E+03
103.855165286	4.38200E-01	4.81300E+03
103.8605171647	4.41300E-01	4.70500E+03
103.8670634571	4.44100E-01	4.57400E+03
