1  9.9999999999999995e-21  0.014999999999999999  150	1  1  0
2  1.188101200125867e-18  0.014999999999999999  150	2  1  0
3  2.0469538544660526e-17  0.014999999999999999  150	3  1  0
4  3.3603990383373418e-16  0.014999999999999999  150	4  1  0
5  5.5008340874430138e-15  0.014999999999999999  150	5  1  0
6  9.0030631220354728e-14  0.014999999999999999  150	6  1  0
7  1.4734907168143017e-12  0.014999999999999999  150	7  1  0
8  2.4115941939336028e-11  0.014999999999999999  150	8  1  0
9  3.9469446654069575e-10  0.014999999999999999  150	9  1  0
10  6.4597817464516395e-09  0.014999999999999999  150	10  1  0
11  1.0572425950459574e-07  0.014999999999999999  150	11  1  1.08291e-58
12  1.7303400465245266e-06  0.014999999999999999  150	12  1  4.76795e-55
13  2.8319675073956755e-05  0.014999999999999999  150	13  1  2.09019e-51
14  0.00046349502105399765  0.014999999999999999  150	14  1  9.4538e-47
15  0.0075858085935245892  0.014999999999999999  150	15  1  4.39248e-42
16  0.12415342000165196  0.014999999999999999  150	16  1  2.63198e-37
17  2.0319615909191766  0.014999999999999999  150	17  1  3.40281e-33
18  33.256175358808932  0.014999999999999999  150	18  1  1.66151e-30
19  544.2884375563184  0.014999999999999999  150	19  1  4.59445e-28
20  8908.1170658136853  0.014999999999999999  150	20  1  1.23306e-25
21  145795.0310583809  0.014999999999999999  150	21  1  3.31771e-23
22  2386159.8275227277  0.014999999999999999  150	22  1  8.86381e-21
23  39053173.309115343  0.014999999999999999  150	23  1  2.42609e-18
24  639165212.69185889  0.014999999999999999  150	24  1  8.7955e-16
25  10460921345.206667  0.014999999999999999  150	25  1  1.24249e-12
26  111939374338.28278  0.014999999999999999  150	26  0.999998  1.27528e-09
27  317947236524.57373  0.014999999999999999  150	27  0.999994  2.76789e-08
28  903159686785.57959  0.014999999999999999  150	28  0.999984  5.93961e-07
29  2887211596109.4722  0.014999999999999999  150	29  0.999953  1.20565e-05
30  19155385390275.875  0.014999999999999999  150	30  0.999754  0.000205803
31  279397179202598.19  0.014999999999999999  150	31  0.996601  0.00335862
32  4538654228839336  0.014999999999999999  150	32  0.947578  0.0523842
33  74247943997888224  0.014999999999999999  150	33  0.513103  0.486878
34  3.15e+17  0.014999999999999999  150	34  0.172737  0.827259
