    1     1   4.84e-19
    1     2   6.28e-30
    2     1   4.26e-15
    2     4   0.00e+00
    2     5   0.00e+00
    2     6   0.00e+00
    2     7   0.00e+00
    2     8   0.00e+00
    3     3   8.42e-28
    3     4   1.26e-11
    3     5   0.00e+00
    3     6   0.00e+00
    3     7   0.00e+00
    3     8   0.00e+00
    4     3   2.42e-08
    4     4   0.00e+00
    4     5   4.72e-84
    4     6  5.03e-207
    4     7  3.95e-323
    4     8   0.00e+00
    4     9   0.00e+00
    4    10   0.00e+00
    5     3   9.31e-35
    5     4   0.00e+00
    5     5   1.95e-22
    5     6   4.26e-11
    5     7   0.00e+00
    5     8   0.00e+00
    5     9   0.00e+00
    5    10   0.00e+00
    5    12   0.00e+00
    5    14   0.00e+00
    6     3   0.00e+00
    6     4 -1.98e-323
    6     5   2.12e-45
    6     6   1.28e-03
    6     7   2.30e-04
    6     8   2.68e-19
    6     9   0.00e+00
    6    10   0.00e+00
    6    11   0.00e+00
    6    12   0.00e+00
    6    13   0.00e+00
    6    14   0.00e+00
    6    16   0.00e+00
    7     4   0.00e+00
    7     5   0.00e+00
    7     6   4.95e-32
    7     7   4.34e-04
    7     8   7.47e-03
    7     9   0.00e+00
    7    10   0.00e+00
    7    11   0.00e+00
    7    12   0.00e+00
    7    13   0.00e+00
    7    14   0.00e+00
    7    15   0.00e+00
    7    16   0.00e+00
    8     5   0.00e+00
    8     6  2.32e-158
    8     7   2.78e-36
    8     8   1.85e-06
    8     9   2.99e-05
    8    10   3.74e-06
    8    11  2.47e-323
    8    12   0.00e+00
    8    13   0.00e+00
    8    14   0.00e+00
    8    15   0.00e+00
    8    16   0.00e+00
    8    17   0.00e+00
    8    18   0.00e+00
    8    20   0.00e+00
    8    22   0.00e+00
    9     5   0.00e+00
    9     6   0.00e+00
    9     7   2.71e-53
    9     8   3.72e-41
    9     9   1.31e-16
    9    10   7.31e-07
    9    11 -9.88e-324
    9    12  4.94e-324
    9    13   0.00e+00
    9    14   0.00e+00
    9    15   0.00e+00
    9    16   0.00e+00
    9    17   0.00e+00
    9    18   0.00e+00
    9    19   0.00e+00
    9    20   0.00e+00
    9    21   0.00e+00
    9    22   0.00e+00
    9    28   0.00e+00
   10     6   0.00e+00
   10     7   0.00e+00
   10     8  4.94e-324
   10     9   2.13e-52
   10    10   1.20e-03
   10    11   3.94e-07
   10    12   1.68e-06
   10    13 -1.19e-322
   10    14  1.08e-203
   10    15   0.00e+00
   10    16   0.00e+00
   10    17   0.00e+00
   10    18   0.00e+00
   10    19   0.00e+00
   10    20   0.00e+00
   10    21   0.00e+00
   10    22   0.00e+00
   10    23   0.00e+00
   10    24   0.00e+00
   10    25   0.00e+00
   10    26   0.00e+00
   10    27   0.00e+00
   10    28   0.00e+00
   10    29   0.00e+00
   10    30   0.00e+00
   10    31   0.00e+00
   11     7   0.00e+00
   11     8   0.00e+00
   11     9   0.00e+00
   11    10   7.48e-43
   11    11   6.51e-04
   11    12   3.72e-03
   11    13   2.51e-19
   11    14  2.18e-269
   11    15   0.00e+00
   11    16   0.00e+00
   11    17   0.00e+00
   11    18   0.00e+00
   11    19   0.00e+00
   11    20   0.00e+00
   11    21   0.00e+00
   11    22   0.00e+00
   11    23   0.00e+00
   11    24   0.00e+00
   11    25   0.00e+00
   11    26   0.00e+00
   11    27   0.00e+00
   11    28   0.00e+00
   11    29   0.00e+00
   11    30   0.00e+00
   11    31   0.00e+00
   11    32   0.00e+00
   11    33   0.00e+00
   12     7   0.00e+00
   12     8   0.00e+00
   12     9   0.00e+00
   12    10   0.00e+00
   12    11   6.50e-45
   12    12   5.09e-05
   12    13   1.02e-03
   12    14   1.87e-11
   12    15   1.00e-90
   12    16   0.00e+00
   12    17   0.00e+00
   12    18   0.00e+00
   12    19   0.00e+00
   12    20   0.00e+00
   12    21   0.00e+00
   12    22   0.00e+00
   12    23   0.00e+00
   12    24   0.00e+00
   12    25   0.00e+00
   12    26   0.00e+00
   12    27   0.00e+00
   12    28   0.00e+00
   12    29   0.00e+00
   12    30   0.00e+00
   12    31   0.00e+00
   12    32   0.00e+00
   12    33   0.00e+00
   12    34   0.00e+00
   12    35   0.00e+00
   13     8   0.00e+00
   13     9   0.00e+00
   13    10  1.09e-322
   13    11   0.00e+00
   13    12   6.61e-51
   13    13   1.01e-04
   13    14   4.08e-04
   13    15  8.87e-169
   13    16  1.10e-111
