    1     1   2.86e-19
    1     2   1.37e-31
    2     1   1.96e-15
    2     4   1.18e-60
    2     5   0.00e+00
    2     6   0.00e+00
    2     7   0.00e+00
    2     8   0.00e+00
    3     3   1.60e-28
    3     4   5.33e-24
    3     5   6.51e-46
    3     6   0.00e+00
    3     7   0.00e+00
    3     8   0.00e+00
    4     3   6.59e-08
    4     4   0.00e+00
    4     5   2.25e-35
    4     6   1.24e-58
    4     7  3.83e-196
    4     8   0.00e+00
    4     9   0.00e+00
    4    10   0.00e+00
    5     3   6.61e-13
    5     4   0.00e+00
    5     5   1.37e-23
    5     6   7.52e-22
    5     7   5.20e-45
    5     8   0.00e+00
    5     9   0.00e+00
    5    10   0.00e+00
    5    12   0.00e+00
    5    14   0.00e+00
    6     3   4.55e-10
    6     4   2.54e-21
    6     5   4.64e-10
    6     6   3.84e-09
    6     7   5.80e-15
    6     8   1.80e-25
    6     9   1.35e-49
    6    10   0.00e+00
    6    11   0.00e+00
    6    12   0.00e+00
    6    13   0.00e+00
    6    14   0.00e+00
    6    16   0.00e+00
    7     4   0.00e+00
    7     5   2.10e-11
    7     6   1.48e-08
    7     7   5.46e-09
    7     8   3.09e-13
    7     9   3.79e-36
    7    10   0.00e+00
    7    11   0.00e+00
    7    12   0.00e+00
    7    13   0.00e+00
    7    14   0.00e+00
    7    15   0.00e+00
    7    16   0.00e+00
    8     5   9.43e-11
    8     6   5.82e-05
    8     7   1.26e-03
    8     8   5.18e-05
    8     9   1.01e-09
    8    10   4.13e-18
    8    11   4.43e-40
    8    12   0.00e+00
    8    13   0.00e+00
    8    14   0.00e+00
    8    15   0.00e+00
    8    16   0.00e+00
    8    17   0.00e+00
    8    18   0.00e+00
    8    20   0.00e+00
    8    22   0.00e+00
    9     5   0.00e+00
    9     6   1.92e-30
    9     7   1.16e-17
    9     8   1.21e-03
    9     9   4.25e-08
    9    10   1.05e-14
    9    11   1.79e-33
    9    12   3.66e-91
    9    13  4.16e-167
    9    14   0.00e+00
    9    15   0.00e+00
    9    16   0.00e+00
    9    17   0.00e+00
    9    18   0.00e+00
    9    19   0.00e+00
    9    20   0.00e+00
    9    21   0.00e+00
    9    22   0.00e+00
    9    28   0.00e+00
   10     6   4.55e-76
   10     7   6.82e-24
   10     8   6.88e-03
   10     9   1.87e-07
   10    10   8.83e-04
   10    11   4.06e-12
   10    12   1.12e-17
   10    13   1.22e-37
   10    14   0.00e+00
   10    15   0.00e+00
   10    16   0.00e+00
   10    17   0.00e+00
   10    18   0.00e+00
   10    19   0.00e+00
   10    20   0.00e+00
   10    21   0.00e+00
   10    22   0.00e+00
   10    23   0.00e+00
   10    24   0.00e+00
   10    25   0.00e+00
   10    26   0.00e+00
   10    27   0.00e+00
   10    28   0.00e+00
   10    29   0.00e+00
   10    30   0.00e+00
   10    31   0.00e+00
   11     7   0.00e+00
   11     8   2.80e-13
   11     9   6.04e-08
   11    10   2.09e-06
   11    11   4.90e-07
   11    12   7.53e-10
   11    13   9.70e-28
   11    14   6.13e-65
   11    15  1.63e-148
   11    16   0.00e+00
   11    17   0.00e+00
   11    18   0.00e+00
   11    19   0.00e+00
   11    20   0.00e+00
   11    21   0.00e+00
   11    22   0.00e+00
   11    23   0.00e+00
   11    24   0.00e+00
   11    25   0.00e+00
   11    26   0.00e+00
   11    27   0.00e+00
   11    28   0.00e+00
   11    29   0.00e+00
   11    30   0.00e+00
   11    31   0.00e+00
   11    32   0.00e+00
   11    33   0.00e+00
   12     7  8.88e-144
   12     8   5.84e-11
   12     9   1.08e-07
   12    10   1.09e-02
   12    11   1.77e-04
   12    12   3.55e-08
   12    13   5.57e-10
   12    14   1.03e-17
   12    15   3.02e-36
   12    16   1.44e-61
   12    17   0.00e+00
   12    18   0.00e+00
   12    19   0.00e+00
   12    20   0.00e+00
   12    21   0.00e+00
   12    22   0.00e+00
   12    23   0.00e+00
   12    24   0.00e+00
   12    25   0.00e+00
   12    26   0.00e+00
   12    27   0.00e+00
   12    28   0.00e+00
   12    29   0.00e+00
   12    30   0.00e+00
   12    31   0.00e+00
   12    32   0.00e+00
   12    33   0.00e+00
   12    34   0.00e+00
   12    35   0.00e+00
   13     8   4.17e-33
   13     9   1.21e-23
   13    10   2.39e-07
   13    11   4.96e-05
   13    12   1.23e-05
   13    13   7.20e-09
   13    14   2.91e-08
   13    15   5.40e-25
   13    16   1.60e-41
   13    17  4.44e-120
   13    18   0.00e+00
   13    19   0.00e+00
   13    20   0.00e+00
   13    21   0.00e+00
   13    22   0.00e+00
   13    23   0.00e+00
   13    24   0.00e+00
   13    25   0.00e+00
   13    26   0.00e+00
   13    27   0.00e+00
   13    28   0.00e+00
   13    29   0.00e+00
   13    30   0.00e+00
   13    31   0.00e+00
   13    32   0.00e+00
   13    33   0.00e+00
   13    34   0.00e+00
   13    35   0.00e+00
   13    36   0.00e+00
   13    37   0.00e+00
   13    38   0.00e+00
   14     8  6.81e-130
   14     9   1.47e-22
   14    10   1.66e-06
   14    11   2.66e-04
   14    12   1.39e-05
   14    13   4.07e-05
   14    14   7.67e-05
   14    15   9.29e-08
   14    16   1.66e-09
   14    17   3.47e-26
   14    18   1.20e-39
   14    19  2.52e-111
   14    20   0.00e+00
   14    21   0.00e+00
   14    22   0.00e+00
   14    23   0.00e+00
   14    24   0.00e+00
   14    25   0.00e+00
   14    26   0.00e+00
   14    27   0.00e+00
   14    28   0.00e+00
   14    29   0.00e+00
   14    30   0.00e+00
   14    31   0.00e+00
   14    32   0.00e+00
   14    33   0.00e+00
   14    34   0.00e+00
   14    35   0.00e+00
   14    36   0.00e+00
   14    37   0.00e+00
   14    38   0.00e+00
   14    39   0.00e+00
   14    40   0.00e+00
   15     8   0.00e+00
   15     9  3.17e-137
   15    10   1.07e-23
   15    11   2.37e-09
   15    12   5.91e-04
   15    13   6.61e-05
   15    14   5.61e-04
   15    15   3.75e-05
   15    16   5.76e-07
   15    17   6.98e-23
   15    18   9.42e-25
   15    19   8.61e-41
   15    20   8.89e-88
   15    21   0.00e+00
   15    22   0.00e+00
   15    23   0.00e+00
   15    24   0.00e+00
   15    25   0.00e+00
   15    26   0.00e+00
   15    27   0.00e+00
   15    28   0.00e+00
   15    29   0.00e+00
   15    30   0.00e+00
   15    31   0.00e+00
   15    32   0.00e+00
   15    33   0.00e+00
   15    34   0.00e+00
   15    35   0.00e+00
   15    36   0.00e+00
   15    37   0.00e+00
   15    38   0.00e+00
   15    39   0.00e+00
   15    40   0.00e+00
   15    41   0.00e+00
   15    42   0.00e+00
   16     8   0.00e+00
   16     9   0.00e+00
   16    10   1.80e-28
   16    11   1.76e-10
   16    12   9.60e-08
   16    13   8.04e-04
   16    14   1.87e-03
   16    15   2.97e-04
   16    16   8.51e-06
   16    17   6.03e-08
   16    18   3.32e-09
   16    19   2.68e-24
   16    20   1.96e-37
   16    21   1.52e-89
   16    22   0.00e+00
   16    23   0.00e+00
   16    24   0.00e+00
   16    25   0.00e+00
   16    26   0.00e+00
   16    27   0.00e+00
   16    28   0.00e+00
   16    29   0.00e+00
   16    30   0.00e+00
   16    31   0.00e+00
   16    32   0.00e+00
   16    33   0.00e+00
   16    34   0.00e+00
   16    35   0.00e+00
   16    36   0.00e+00
   16    37   0.00e+00
   16    38   0.00e+00
   16    39   0.00e+00
   16    40   0.00e+00
   16    41   0.00e+00
   16    42   0.00e+00
   16    43   0.00e+00
   16    44   0.00e+00
   17     8   0.00e+00
   17     9   0.00e+00
   17    10   0.00e+00
   17    11   1.52e-39
   17    12   8.51e-37
   17    13   4.87e-15
   17    14   4.94e-06
   17    15   6.39e-06
   17    16   3.43e-06
   17    17   2.60e-07
   17    18   1.56e-08
   17    19   1.83e-23
   17    20   4.19e-16
   17    21   2.14e-31
   17    22   2.97e-45
   17    23   0.00e+00
   17    24   0.00e+00
   17    25   0.00e+00
   17    26   0.00e+00
   17    27   0.00e+00
   17    28   0.00e+00
   17    29   0.00e+00
   17    30   0.00e+00
   17    31   0.00e+00
   17    32   0.00e+00
   17    33   0.00e+00
   17    34   0.00e+00
   17    35   0.00e+00
   17    36   0.00e+00
   17    37   0.00e+00
   17    38   0.00e+00
   17    39   0.00e+00
   17    40   0.00e+00
   17    41   0.00e+00
   17    42   0.00e+00
   17    43   0.00e+00
   18     9   0.00e+00
   18    10   0.00e+00
   18    11   0.00e+00
   18    12   4.43e-98
   18    13   3.64e-17
   18    14   3.85e-11
   18    15   4.33e-07
   18    16   5.13e-06
   18    17   8.13e-07
   18    18   1.10e-08
   18    19   3.46e-08
   18    20   7.88e-11
   18    21   1.51e-25
   18    22   1.35e-35
   18    23   3.29e-54
   18    24   0.00e+00
   18    25   0.00e+00
   18    26   0.00e+00
   18    27   0.00e+00
   18    28   0.00e+00
   18    29   0.00e+00
   18    30   0.00e+00
   18    31   0.00e+00
   18    32   0.00e+00
   18    33   0.00e+00
   18    34   0.00e+00
   18    35   0.00e+00
   18    36   0.00e+00
   18    37   0.00e+00
   18    38   0.00e+00
   18    39   0.00e+00
   18    40   0.00e+00
   18    41   0.00e+00
   18    42   0.00e+00
   19    10   0.00e+00
   19    11   0.00e+00
   19    12   0.00e+00
   19    13   2.38e-47
   19    14   3.86e-39
   19    15   1.12e-21
   19    16   2.79e-12
   19    17   2.62e-08
   19    18   2.36e-07
   19    19   1.26e-07
   19    20   5.19e-08
   19    21   1.18e-21
   19    22   3.38e-23
   19    23   4.55e-37
   19    24   2.99e-53
   19    25  3.14e-105
   19    26   0.00e+00
   19    27   0.00e+00
   19    28   0.00e+00
   19    29   0.00e+00
   19    30   0.00e+00
   19    31   0.00e+00
   19    32   0.00e+00
   19    33   0.00e+00
   19    34   0.00e+00
   19    35   0.00e+00
   19    36   0.00e+00
   19    37   0.00e+00
   19    38   0.00e+00
   19    39   0.00e+00
   19    40   0.00e+00
   19    41   0.00e+00
   20    10   0.00e+00
   20    11   0.00e+00
   20    12   0.00e+00
   20    13   0.00e+00
   20    14   1.10e-96
   20    15   1.02e-23
   20    16   5.39e-14
   20    17   4.78e-10
   20    18   2.60e-07
   20    19   8.33e-08
   20    20   5.04e-07
   20    21   1.26e-09
   20    22   4.22e-11
   20    23   4.10e-17
   20    24   1.02e-23
   20    25   3.98e-38
   20    26   0.00e+00
   20    27   0.00e+00
   20    28   0.00e+00
   20    29   0.00e+00
   20    30   0.00e+00
   20    31   0.00e+00
   20    32   0.00e+00
   20    33   0.00e+00
   20    34   0.00e+00
   20    35   0.00e+00
   20    36   0.00e+00
   20    37   0.00e+00
   20    38   0.00e+00
   20    39   0.00e+00
   20    40   0.00e+00
   21    11   0.00e+00
   21    12   0.00e+00
   21    13   0.00e+00
   21    14   0.00e+00
   21    15   1.30e-55
   21    16   1.91e-45
   21    17   1.74e-28
   21    18   2.59e-21
   21    19   9.86e-11
   21    20   4.04e-09
   21    21   3.10e-10
   21    22   8.44e-12
   21    23   2.59e-18
   21    24   2.07e-21
   21    25   4.82e-35
   21    26   2.31e-47
   21    27   0.00e+00
   21    28   0.00e+00
   21    29   0.00e+00
   21    30   0.00e+00
   21    31   0.00e+00
   21    32   0.00e+00
   21    33   0.00e+00
   21    34   0.00e+00
   21    35   0.00e+00
   21    36   0.00e+00
   21    37   0.00e+00
   21    38   0.00e+00
   21    39   0.00e+00
   22    12   0.00e+00
   22    13   0.00e+00
   22    14   0.00e+00
   22    15   0.00e+00
   22    16  8.44e-131
   22    17   1.12e-48
   22    18   1.02e-23
   22    19   6.83e-13
   22    20   2.88e-10
   22    21   2.17e-11
   22    22   3.67e-13
   22    23   4.06e-16
   22    24   3.20e-19
   22    25   1.80e-25
   22    26   1.05e-39
   22    27   0.00e+00
   22    28   0.00e+00
   22    29   0.00e+00
   22    30   0.00e+00
   22    31   0.00e+00
   22    32   0.00e+00
   22    33   0.00e+00
   22    34   0.00e+00
   22    35   0.00e+00
   22    36   0.00e+00
   22    37   0.00e+00
   22    38   0.00e+00
   23    13   0.00e+00
   23    14   0.00e+00
   23    15   0.00e+00
   23    16   0.00e+00
   23    17  7.56e-138
   23    18   1.18e-47
   23    19   8.43e-23
   23    20   3.92e-17
   23    21   1.73e-13
   23    22   2.76e-15
   23    23   2.26e-18
   23    24   7.10e-21
   23    25   2.04e-28
   23    26   5.39e-43
   23    27   2.15e-52
   23    28   0.00e+00
   23    29   0.00e+00
   23    30   0.00e+00
   23    31   0.00e+00
   23    32   0.00e+00
   23    33   0.00e+00
   23    34   0.00e+00
   23    35   0.00e+00
   23    36   0.00e+00
   23    37   0.00e+00
   24    14   0.00e+00
   24    15   0.00e+00
   24    16   0.00e+00
   24    17   0.00e+00
   24    18   0.00e+00
   24    19   6.15e-26
   24    20   9.17e-20
   24    21   7.37e-16
   24    22   1.20e-18
   24    23   4.30e-20
   24    24   2.39e-23
   24    25   5.92e-37
   24    26   3.37e-41
   24    27   7.01e-49
   24    28   0.00e+00
   24    29   0.00e+00
   24    30   0.00e+00
   24    31   0.00e+00
   24    32   0.00e+00
   24    33   0.00e+00
   24    34   0.00e+00
   24    35   0.00e+00
   24    36   0.00e+00
   25    15   0.00e+00
   25    16   0.00e+00
   25    17   0.00e+00
   25    18   0.00e+00
   25    19   5.62e-49
   25    20   1.79e-39
   25    21   3.05e-20
   25    22   2.20e-24
   25    23   2.66e-23
   25    24   9.43e-27
   25    25   7.22e-44
   25    26   7.14e-46
   25    27   0.00e+00
   25    28   0.00e+00
   25    29   0.00e+00
   25    30   0.00e+00
   25    31   0.00e+00
   25    32   0.00e+00
   25    33   0.00e+00
   25    34   0.00e+00
   25    35   0.00e+00
   26    16   0.00e+00
   26    17   0.00e+00
   26    18   0.00e+00
   26    19   8.35e-55
   26    20  6.09e-124
   26    21   9.34e-25
   26    22   1.49e-28
   26    23   3.81e-27
   26    24   2.04e-45
   26    25   4.07e-47
   26    26   2.30e-48
   26    27   0.00e+00
   26    28   0.00e+00
   26    29   0.00e+00
   26    30   0.00e+00
   26    31   0.00e+00
   26    32   0.00e+00
   26    33   0.00e+00
   26    34   0.00e+00
   27    17   0.00e+00
   27    18   0.00e+00
   27    19   0.00e+00
   27    20   0.00e+00
   27    21   6.21e-42
   27    22  9.37e-108
   27    23   7.66e-48
   27    24   5.99e-52
   27    25   1.54e-51
   27    26   0.00e+00
   27    27   0.00e+00
   27    28   0.00e+00
   27    29   0.00e+00
   27    30   0.00e+00
   27    31   0.00e+00
   27    32   0.00e+00
   27    33   0.00e+00
   28    18   0.00e+00
   28    19   0.00e+00
   28    20   0.00e+00
   28    21   0.00e+00
   28    22  6.98e-122
   28    23   3.72e-53
   28    24   0.00e+00
   28    25   0.00e+00
   28    26   0.00e+00
   28    27   0.00e+00
   28    28   0.00e+00
   28    29   0.00e+00
   28    30   0.00e+00
   28    31   0.00e+00
   28    32   0.00e+00
   29    19   0.00e+00
   29    20   0.00e+00
   29    21   0.00e+00
   29    22   0.00e+00
   29    23   0.00e+00
   29    24   0.00e+00
   29    25   0.00e+00
   29    26   0.00e+00
   29    27   0.00e+00
   29    28   0.00e+00
   29    29   0.00e+00
   29    30   0.00e+00
   29    31   0.00e+00
   30    21   0.00e+00
   30    22   0.00e+00
   30    23   0.00e+00
   30    24   0.00e+00
   30    25   0.00e+00
   30    26   0.00e+00
   30    27   0.00e+00
   30    28   0.00e+00
   30    29   0.00e+00
   30    30   0.00e+00
   31    22   0.00e+00
   31    23   0.00e+00
   31    24   0.00e+00
   31    25   0.00e+00
   31    26   0.00e+00
   31    27   0.00e+00
   31    28   0.00e+00
   31    29   0.00e+00
   32    23   0.00e+00
   32    24   0.00e+00
   32    25   0.00e+00
   32    26   0.00e+00
   32    27   0.00e+00
   32    28   0.00e+00
   33    24   0.00e+00
   33    25   0.00e+00
   33    26   0.00e+00
   33    27   0.00e+00
   34    25   0.00e+00
   34    26   0.00e+00
    0     1   1.82e-23
    1     0   3.00e-01
    2     2   3.45e-02
